,ndwi,mndwi,ndci,date
0,,,,2019-07-29
0,,,,2019-07-30
0,,,,2019-07-31
0,,,,2019-08-01
0,,,,2019-08-02
0,,,,2019-08-03
0,,,,2019-08-04
0,,,,2019-08-05
0,,,,2019-08-06
0,,,,2019-08-07
0,,,,2019-08-08
0,,,,2019-08-09
0,,,,2019-08-10
0,,,,2019-08-11
0,,,,2019-08-12
0,,,,2019-08-13
0,,,,2019-08-14
0,,,,2019-08-15
0,,,,2019-08-16
0,,,,2019-08-17
0,,,,2019-08-18
0,,,,2019-08-19
0,,,,2019-08-20
0,,,,2019-08-21
0,,,,2019-08-22
0,,,,2019-08-23
0,,,,2019-08-24
0,,,,2019-08-25
0,,,,2019-08-26
0,,,,2019-08-27
0,,,,2019-08-28
0,,,,2019-08-29
0,,,,2019-08-30
0,,,,2019-08-31
0,,,,2019-09-01
0,,,,2019-09-02
0,,,,2019-09-03
0,,,,2019-09-04
0,,,,2019-09-05
0,,,,2019-09-06
0,,,,2019-09-07
0,,,,2019-09-08
0,,,,2019-09-09
0,,,,2019-09-10
0,,,,2019-09-11
0,,,,2019-09-12
0,,,,2019-09-13
0,,,,2019-09-14
0,,,,2019-09-15
0,,,,2019-09-16
0,,,,2019-09-17
0,,,,2019-09-18
0,,,,2019-09-19
0,,,,2019-09-20
0,,,,2019-09-21
0,,,,2019-09-22
0,,,,2019-09-23
0,,,,2019-09-24
0,,,,2019-09-25
0,,,,2019-09-26
0,,,,2019-09-27
0,,,,2019-09-28
0,,,,2019-09-29
0,,,,2019-09-30
0,,,,2019-10-01
0,,,,2019-10-02
0,,,,2019-10-03
0,-0.26466937751402664,-0.10088859890512493,-0.07359716058887827,2019-10-04
0,,,,2019-10-05
0,,,,2019-10-06
0,,,,2019-10-07
0,,,,2019-10-08
0,-0.3044966417390986,-0.1147112736238628,-0.07664869155400166,2019-10-09
0,,,,2019-10-10
0,,,,2019-10-11
0,,,,2019-10-12
0,,,,2019-10-13
0,-0.32070429832805614,-0.14101835873849886,-0.05162375522779622,2019-10-14
0,,,,2019-10-15
0,,,,2019-10-16
0,,,,2019-10-17
0,,,,2019-10-18
0,,,,2019-10-19
0,,,,2019-10-20
0,,,,2019-10-21
0,,,,2019-10-22
0,,,,2019-10-23
0,,,,2019-10-24
0,,,,2019-10-25
0,,,,2019-10-26
0,,,,2019-10-27
0,,,,2019-10-28
0,,,,2019-10-29
0,,,,2019-10-30
0,,,,2019-10-31
0,,,,2019-11-01
0,,,,2019-11-02
0,,,,2019-11-03
0,,,,2019-11-04
0,,,,2019-11-05
0,,,,2019-11-06
0,,,,2019-11-07
0,,,,2019-11-08
0,,,,2019-11-09
0,,,,2019-11-10
0,,,,2019-11-11
0,,,,2019-11-12
0,,,,2019-11-13
0,,,,2019-11-14
0,,,,2019-11-15
0,,,,2019-11-16
0,,,,2019-11-17
0,,,,2019-11-18
0,,,,2019-11-19
0,,,,2019-11-20
0,,,,2019-11-21
0,,,,2019-11-22
0,-0.24005288142522213,-0.08202031353841524,-0.06583227316248728,2019-11-23
0,,,,2019-11-24
0,,,,2019-11-25
0,,,,2019-11-26
0,,,,2019-11-27
0,-0.2206706603391421,-0.0585338213876559,-0.06945796190947993,2019-11-28
0,,,,2019-11-29
0,,,,2019-11-30
0,,,,2019-12-01
0,,,,2019-12-02
0,-0.17908560178516952,-0.04605299581408389,-0.06237715779407051,2019-12-03
0,,,,2019-12-04
0,,,,2019-12-05
0,,,,2019-12-06
0,,,,2019-12-07
0,-0.24078646359797462,-0.08482217531927336,-0.06310978766633844,2019-12-08
0,,,,2019-12-09
0,,,,2019-12-10
0,,,,2019-12-11
0,,,,2019-12-12
0,-0.3012528953537359,-0.13508110618529803,-0.046435618287565684,2019-12-13
0,,,,2019-12-14
0,,,,2019-12-15
0,,,,2019-12-16
0,,,,2019-12-17
0,-0.3323056253866252,-0.1500080598984132,-0.05100623656769316,2019-12-18
0,,,,2019-12-19
0,,,,2019-12-20
0,,,,2019-12-21
0,,,,2019-12-22
0,-0.255633101744427,-0.11683088298677335,-0.03327317773447482,2019-12-23
0,,,,2019-12-24
0,,,,2019-12-25
0,,,,2019-12-26
0,,,,2019-12-27
0,-0.31551308849019194,-0.13931884466190814,-0.03979606765840468,2019-12-28
0,,,,2019-12-29
0,,,,2019-12-30
