,ndwi,mndwi,ndci,date
0,-0.3126042322910917,-0.17427594708689395,0.004084244895312327,2020-04-16
0,,,,2020-04-17
0,,,,2020-04-18
0,,,,2020-04-19
0,,,,2020-04-20
0,-0.3293804209032856,-0.18724791478107056,0.009810802489532224,2020-04-21
0,,,,2020-04-22
0,,,,2020-04-23
0,,,,2020-04-24
0,,,,2020-04-25
0,-0.3082433361455267,-0.17112170692793605,0.004096614433112633,2020-04-26
0,,,,2020-04-27
0,,,,2020-04-28
0,,,,2020-04-29
0,,,,2020-04-30
0,-0.30580733092868695,-0.17352852002432742,0.013207115723286698,2020-05-01
0,,,,2020-05-02
0,,,,2020-05-03
0,,,,2020-05-04
0,,,,2020-05-05
0,-0.3192492851071884,-0.17950090313221959,0.005834594365112365,2020-05-06
0,,,,2020-05-07
0,,,,2020-05-08
0,,,,2020-05-09
0,,,,2020-05-10
0,-0.336616653589074,-0.19686035143375732,0.004135958293643317,2020-05-11
0,,,,2020-05-12
0,,,,2020-05-13
0,,,,2020-05-14
0,,,,2020-05-15
0,-0.297450213387301,-0.16155571375945565,0.0034726530969392782,2020-05-16
0,,,,2020-05-17
0,,,,2020-05-18
0,,,,2020-05-19
0,,,,2020-05-20
0,-0.34046366385107346,-0.19443412335488183,0.018066243673491293,2020-05-21
0,,,,2020-05-22
0,,,,2020-05-23
0,,,,2020-05-24
0,,,,2020-05-25
0,-0.3408668885045942,-0.20538214314030045,0.01810314433418099,2020-05-26
0,,,,2020-05-27
0,,,,2020-05-28
0,,,,2020-05-29
0,,,,2020-05-30
0,-0.27195465615400116,-0.16079969710441513,0.016482738566350744,2020-05-31
0,,,,2020-06-01
0,,,,2020-06-02
0,,,,2020-06-03
0,,,,2020-06-04
0,-0.21973955559004343,-0.11549994037844814,-0.008099275994976007,2020-06-05
0,,,,2020-06-06
0,,,,2020-06-07
0,,,,2020-06-08
0,,,,2020-06-09
0,-0.3041540747071576,-0.14774696588582634,-0.023905746763053144,2020-06-10
0,,,,2020-06-11
0,,,,2020-06-12
0,,,,2020-06-13
0,,,,2020-06-14
0,,,,2020-06-15
0,,,,2020-06-16
0,,,,2020-06-17
0,,,,2020-06-18
0,,,,2020-06-19
0,,,,2020-06-20
0,,,,2020-06-21
0,,,,2020-06-22
0,,,,2020-06-23
0,,,,2020-06-24
0,,,,2020-06-25
0,,,,2020-06-26
0,,,,2020-06-27
0,,,,2020-06-28
0,,,,2020-06-29
0,-0.20656493192234585,-0.0805448642665412,-0.026354295016929513,2020-06-30
0,,,,2020-07-01
0,,,,2020-07-02
0,,,,2020-07-03
0,,,,2020-07-04
0,,,,2020-07-05
0,,,,2020-07-06
0,,,,2020-07-07
0,,,,2020-07-08
0,,,,2020-07-09
0,,,,2020-07-10
0,,,,2020-07-11
0,,,,2020-07-12
0,,,,2020-07-13
0,,,,2020-07-14
0,,,,2020-07-15
0,,,,2020-07-16
0,,,,2020-07-17
0,,,,2020-07-18
0,,,,2020-07-19
0,,,,2020-07-20
0,,,,2020-07-21
0,,,,2020-07-22
0,,,,2020-07-23
0,,,,2020-07-24
0,,,,2020-07-25
0,,,,2020-07-26
0,,,,2020-07-27
0,,,,2020-07-28
0,,,,2020-07-29
0,,,,2020-07-30
0,,,,2020-07-31
0,,,,2020-08-01
0,,,,2020-08-02
0,,,,2020-08-03
0,,,,2020-08-04
0,,,,2020-08-05
0,,,,2020-08-06
0,,,,2020-08-07
0,,,,2020-08-08
0,,,,2020-08-09
0,,,,2020-08-10
0,,,,2020-08-11
0,,,,2020-08-12
0,,,,2020-08-13
0,,,,2020-08-14
0,,,,2020-08-15
0,,,,2020-08-16
0,,,,2020-08-17
0,,,,2020-08-18
0,,,,2020-08-19
0,,,,2020-08-20
0,,,,2020-08-21
0,,,,2020-08-22
0,,,,2020-08-23
0,,,,2020-08-24
0,,,,2020-08-25
0,,,,2020-08-26
0,,,,2020-08-27
0,,,,2020-08-28
0,,,,2020-08-29
0,,,,2020-08-30
0,,,,2020-08-31
0,,,,2020-09-01
0,,,,2020-09-02
0,,,,2020-09-03
0,,,,2020-09-04
0,,,,2020-09-05
0,,,,2020-09-06
0,,,,2020-09-07
0,,,,2020-09-08
0,,,,2020-09-09
0,,,,2020-09-10
0,,,,2020-09-11
0,,,,2020-09-12
0,,,,2020-09-13
0,,,,2020-09-14
0,,,,2020-09-15
0,,,,2020-09-16
0,,,,2020-09-17
0,,,,2020-09-18
0,,,,2020-09-19
0,,,,2020-09-20
0,,,,2020-09-21
0,,,,2020-09-22
0,,,,2020-09-23
0,,,,2020-09-24
0,,,,2020-09-25
0,,,,2020-09-26
0,,,,2020-09-27
0,-0.4223832757724187,-0.2093344531589892,-0.04861438540369622,2020-09-28
0,,,,2020-09-29
0,,,,2020-09-30
0,,,,2020-10-01
0,,,,2020-10-02
0,,,,2020-10-03
0,,,,2020-10-04
0,,,,2020-10-05
0,,,,2020-10-06
0,,,,2020-10-07
0,,,,2020-10-08
0,,,,2020-10-09
0,,,,2020-10-10
0,,,,2020-10-11
0,,,,2020-10-12
0,,,,2020-10-13
0,,,,2020-10-14
0,,,,2020-10-15
0,,,,2020-10-16
0,,,,2020-10-17
0,-0.3235656385000718,-0.12917997076241194,-0.0686739152389112,2020-10-18
0,,,,2020-10-19
0,,,,2020-10-20
0,,,,2020-10-21
0,,,,2020-10-22
0,-0.35655660856310734,-0.14384653628061178,-0.0545889028189896,2020-10-23
0,,,,2020-10-24
0,,,,2020-10-25
0,,,,2020-10-26
0,,,,2020-10-27
0,-0.33439296810742725,-0.14761861038829355,-0.031580387527410526,2020-10-28
0,,,,2020-10-29
0,,,,2020-10-30
0,,,,2020-10-31
0,,,,2020-11-01
0,-0.3680221419187357,-0.16735474047500912,-0.028953814928530844,2020-11-02
0,,,,2020-11-03
0,,,,2020-11-04
0,,,,2020-11-05
0,,,,2020-11-06
0,-0.312725295566938,-0.1415502861243503,-0.022971106041179128,2020-11-07
0,,,,2020-11-08
0,,,,2020-11-09
0,,,,2020-11-10
0,,,,2020-11-11
0,-0.2941374360652742,-0.1375771903102662,-0.02397085489127715,2020-11-12
0,,,,2020-11-13
0,,,,2020-11-14
0,,,,2020-11-15
0,,,,2020-11-16
0,-0.259331291740215,-0.11320272059394763,-0.04281717591384324,2020-11-17
0,,,,2020-11-18
0,,,,2020-11-19
0,,,,2020-11-20
0,,,,2020-11-21
0,-0.31336885752456917,-0.1420886402580132,-0.009665699785542072,2020-11-22
0,,,,2020-11-23
0,,,,2020-11-24
0,,,,2020-11-25
0,,,,2020-11-26
0,-0.2877216912197966,-0.12895380018285946,-0.021341344627759665,2020-11-27
0,,,,2020-11-28
0,,,,2020-11-29
0,,,,2020-11-30
0,,,,2020-12-01
0,-0.3393890357979942,-0.1860441135995677,0.019557667336353286,2020-12-02
0,,,,2020-12-03
0,,,,2020-12-04
0,,,,2020-12-05
0,,,,2020-12-06
0,-0.32597749416238503,-0.1920751689323425,0.026669086455751917,2020-12-07
0,,,,2020-12-08
0,,,,2020-12-09
0,,,,2020-12-10
0,,,,2020-12-11
0,,,,2020-12-12
0,,,,2020-12-13
0,,,,2020-12-14
0,,,,2020-12-15
0,,,,2020-12-16
0,-0.31756562013248957,-0.17667720139404064,0.01121260083158628,2020-12-17
0,,,,2020-12-18
0,,,,2020-12-19
0,,,,2020-12-20
0,,,,2020-12-21
0,-0.3215807211178217,-0.17503858822455548,0.026470527684426995,2020-12-22
0,,,,2020-12-23
0,,,,2020-12-24
0,,,,2020-12-25
0,,,,2020-12-26
0,-0.25064790227553524,-0.15715670153017264,0.019276840099234895,2020-12-27
0,,,,2020-12-28
0,,,,2020-12-29
0,,,,2020-12-30
