date,Chlorophyll,Turbidity,Salinty,Dissolved Oxygen,pH
05-07-2021,0.263345021,-0.118396837,0.1780827,2.169203164,8.072280457
13-10-2021,0.20003133,-0.115163128,0.238032571,2.950883282,8.043871937
23-10-2021,0.254761202,-0.245139182,0.250242479,4.214840372,8.065589708
28-10-2021,0.257378951,-0.229168127,0.281402663,1.371149493,8.017460234
02-11-2021,0.214573361,-0.1908195,0.250592466,2.344601892,8.108567001
07-11-2021,0.236392022,-0.221078561,0.271471104,3.376425189,8.057160926
12-11-2021,0.041764135,-0.057035188,-0.01782608,24.02398909,7.403000643
27-11-2021,0.176195943,-0.184946037,0.255707314,5.465657352,8.002175375
07-12-2021,0.196706797,-0.209896968,0.209857811,6.2912841,7.891162779
12-12-2021,0.087443554,-0.108710219,0.259110942,2.566016455,7.707359992
22-12-2021,0.194974578,-0.175321705,0.233206911,7.42352382,7.904004148
27-12-2021,0.291824089,-0.252922933,0.1891377,8.322028236,7.893609402
21-01-2022,0.309658365,-0.243828044,0.171781473,7.837718246,8.031051165
26-01-2022,0.374689602,-0.269818413,0.176575018,8.566512116,8.00792298
31-01-2022,0.108430288,-0.068979063,0.048370476,5.360835005,7.783439553
05-02-2022,0.101569741,-0.072311858,0.055509294,5.775077744,7.770146384
10-02-2022,0.056708458,-0.057131257,0.050868577,5.179055805,7.841157505
15-02-2022,0.057419308,-0.07148893,0.062051845,5.171366625,7.828079385
20-02-2022,0.033792053,-0.047803384,0.099552017,1.205571374,7.623260985
02-03-2022,0.119027659,-0.041308795,0.054145907,5.760649432,7.829329961
12-03-2022,0.123770695,-0.046065727,0.055198472,6.170114255,7.894680458
17-03-2022,0.146863083,-0.096765693,0.068042888,0.441002749,7.962654091
22-03-2022,0.116786193,-0.064211921,0.061052553,5.710451969,7.939582683
27-03-2022,0.118251096,-0.066729375,0.082464104,4.25647183,7.811477246
01-04-2022,0.128417506,-0.076621129,0.072114422,4.48078262,7.858017784
06-04-2022,0.175925961,-0.083798765,0.080279365,6.09465669,7.903755829
16-04-2022,0.161846777,-0.106450671,0.071171949,4.322567012,7.873103882
26-04-2022,0.128290347,-0.0566585,0.080977171,3.370636132,7.889238385
01-05-2022,0.156204433,-0.074160902,0.082688111,2.84479288,7.865432842
06-05-2022,0.134010364,-0.048601943,0.094815136,4.937293699,7.839946019
11-05-2022,0.200361918,-0.089982242,0.087413547,3.914554951,7.957982691
16-05-2022,0.248797511,-0.114154985,0.099575294,5.800142577,7.994211799
21-05-2022,0.162335028,-0.072699099,0.085688593,3.135162141,7.946984537
26-05-2022,0.178402382,-0.077084415,0.102806076,4.102148277,7.944581134
31-05-2022,0.169318015,-0.071436805,0.09114803,3.258134775,7.946786318
03-10-2022,0.223590131,-0.082369355,0.100479793,6.68251201,7.908342333
13-10-2022,0.1058934,-0.085926472,0.095288441,2.927864926,7.854174271
18-10-2022,0.13341328,-0.101772265,0.101289418,1.678641104,7.916014227
23-10-2022,0.175859396,-0.10953194,0.112790624,1.60303362,7.891357485
28-10-2022,0.14861541,-0.100334405,0.098337176,0.847967871,7.884855371
02-11-2022,0.168707965,-0.114512992,0.103499215,1.881542538,7.866234624
07-11-2022,0.160397803,-0.112177458,0.093044614,2.088929852,7.842425089
12-11-2022,0.171458315,-0.126793399,0.100825167,2.498544753,7.808031294
17-11-2022,0.127598335,-0.11848913,0.09640407,0.56843026,7.707323269
22-11-2022,0.12582102,-0.103381395,0.087452167,3.210693535,7.832469164
27-11-2022,0.155955524,-0.115885388,0.080303089,2.158885906,7.7820769
02-12-2022,0.219336599,-0.129649083,0.082386204,3.641117972,7.778258093
07-12-2022,0.151733758,-0.112011117,0.075465624,3.883871104,7.822360843
17-12-2022,0.131613245,-0.099043707,0.082740326,3.682142635,7.840243537
22-12-2022,0.242890262,-0.142552661,0.085847235,4.768297942,7.793080263
27-12-2022,0.20493766,-0.134618197,0.079732478,3.719895483,7.793855612
