date,Temperature,date,pH,Turbidity,Salinty,Chlorophyll,,date,dom,Suspended Matter
,,,,,,,,14/12/2020,0.603081779,0.576156524
,,,,,,,,15/12/2020,0.586450407,0.564377196
,,,,,,,,16/12/2020,0.653753062,0.593539038
,,,,,,,,17/12/2020,0.633507636,0.588078804
,,,,,,,,17/12/2020,,
,,,,,,,,18/12/2020,0.396756614,0.474987376
,,,,,,,,19/12/2020,0.369549533,0.453422888
,,,,,,,,20/12/2020,,
,,,,,,,,21/12/2020,0.400817739,0.494674523
,,,,,,,,21/12/2020,0.370166477,0.456126339
,,,,,,,,22/12/2020,0.395666834,0.4854678
,,,,,,,,23/12/2020,0.352526742,0.45017726
,,,,,,,,24/12/2020,,
,,,,,,,,25/12/2020,0.397537773,0.486286423
,,,,,,,,25/12/2020,0.347608435,0.452376445
,,,,,,,,26/12/2020,0.402720546,0.48402037
,,,,,,,,27/12/2020,,
,,,,,,,,28/12/2020,0.421420297,0.481944811
,,,,,,,,29/12/2020,0.361890397,0.453633846
,,,,,,,,30/12/2020,0.410567749,0.485577033
,,,,,,,,01/01/2021,0.379790012,0.474258257
,,,,,,,,02/01/2021,0.406991824,0.487139905
,,,,,,,,03/01/2021,0.405812138,0.481037194
,,,,,,,,04/01/2021,0.393547312,0.472717465
,,,,,,,,05/01/2021,0.553157361,0.557476013
,,,,,,,,05/01/2021,0.617231748,0.581664056
,,,,,,,,06/01/2021,,
,,,,,,,,07/01/2021,0.395666834,0.477097665
,,,,,,,,08/01/2021,0.635499131,0.585436666
,,,,,,,,09/01/2021,0.485322081,0.521779245
,,,,,,,,09/01/2021,0.430072646,0.503121174
,,,,,,,,10/01/2021,0.615635459,0.587424722
,,,,,,,,11/01/2021,0.618356873,0.585566427
,,,,,,,,12/01/2021,0.60524639,0.574311228
,,,,,,,,13/01/2021,0.408742925,0.489671497
,,,,,,,,13/01/2021,,
,,,,,,,,14/01/2021,0.402828225,0.491212981
,,,,,,,,15/01/2021,0.357530272,0.453633846
,,,,,,,,16/01/2021,,
,,,,,,,,17/01/2021,0.370274191,0.469897193
,,,,,,,,17/01/2021,0.405329342,0.486616473
,,,,,,,,18/01/2021,0.422931548,0.49405586
,,,,,,,,19/01/2021,0.366861419,0.44551875
,,,,,,,,20/01/2021,,
,,,,,,,,21/01/2021,0.408017639,0.486159349
,,,,,,,,21/01/2021,0.411296086,0.478334738
,,,,,,,,22/01/2021,0.407623799,0.48377036
,,,,,,,,23/01/2021,,
,,,,,,,,24/01/2021,0.428869646,0.499896039
,,,,,,,,25/01/2021,0.372864423,0.469102947
,,,,,,,,26/01/2021,0.422720977,0.496614972
,,,,,,,,27/01/2021,0.412919425,0.494827456
,,,,,,,,28/01/2021,0.431240514,0.507706362
,,,,,,,,29/01/2021,0.372839902,0.457460042
,,,,,,,,30/01/2021,0.40882126,0.494757955
,,,,,,,,01/03/2021,0.508260455,0.562209982
,,,,,,,,02/03/2021,0.510602443,0.574381316
,,,,,,,,03/03/2021,0.437906684,0.512835241
,,,,,,,,04/03/2021,0.421952393,0.503271181
,,,,,,,,04/03/2021,0.495265147,0.557190117
,,,,,,,,06/03/2021,0.541305193,0.586966197
,,,,,,,,07/03/2021,0.46054551,0.539242695
,,,,,,,,08/03/2021,0.54900218,0.57776003
,,,,,,,,08/03/2021,,
,,,,,,,,09/03/2021,0.457358706,0.528616665
,,,,,,,,10/03/2021,0.435854056,0.510515388
,,,,,,,,11/03/2021,,
,,,,,,,,12/03/2021,0.605771133,0.584824613
,,,,,,,,12/03/2021,0.507265172,0.567623889
,,,,,,,,13/03/2021,0.624282025,0.590184977
,,,,,,,,14/03/2021,0.599233653,0.575636733
,,,,,,,,15/03/2021,,
,,,,,,,,16/03/2021,0.467314838,0.534356263
,,,,,,,,16/03/2021,0.487478531,0.543710238
,,,,,,,,17/03/2021,0.459873759,0.521540505
,,,,,,,,18/03/2021,,
,,,,,,,,19/03/2021,0.466914534,0.5108615
,,,,,,,,20/03/2021,0.442527239,0.505470918
,,,,,,,,21/03/2021,0.451525275,0.521060992
,,,,,,,,22/03/2021,0.447811721,0.513447029
,,,,,,,,23/03/2021,0.455745463,0.515408796
,,,,,,,,24/03/2021,0.429766327,0.503271181
,,,,,,,,25/03/2021,0.450902375,0.523960513
,,,,,,,,26/03/2021,0.469110347,0.526917446
,,,,,,,,27/03/2021,0.442270685,0.510216844
,,,,,,,,27/03/2021,0.500018527,0.553192773
,,,,,,,,28/03/2021,,
,,,,,,,,29/03/2021,0.49116539,0.551856559
,,,,,,,,30/03/2021,0.47471818,0.535048582
,,,,,,,,01/07/2021,0.615879598,0.581138744
,,,,,,,,02/07/2021,0.57317843,0.570356309
,,,,,,,,02/07/2021,,
,,,,,,,,03/07/2021,0.471425785,0.532147396
,,,,,,,,04/07/2021,,
,,,,,,,,05/07/2021,0.491799771,0.537215466
,,,,,,,,06/07/2021,0.491827777,0.533809058
,,,,,,,,07/07/2021,0.499962784,0.551643705
,,,,,,,,08/07/2021,0.486347021,0.543096931
,,,,,,,,09/07/2021,0.625976004,0.588033382
,,,,,,,,10/07/2021,0.445395072,0.512777126
,,,,,,,,11/07/2021,0.645734275,0.597730946
,,,,,,,,12/07/2021,0.577189486,0.575058753
,,,,,,,,13/07/2021,0.594125647,0.576569665
,,,,,,,,13/07/2021,0.506913966,0.543553383
,,,,,,,,14/07/2021,,
,,,,,,,,15/07/2021,0.475134653,0.543890198
,,,,,,,,16/07/2021,0.404441151,0.486770486
,,,,,,,,17/07/2021,0.621225739,0.59124876
,,,,,,,,17/07/2021,0.537358802,0.547767243
,,,,,,,,18/07/2021,0.500646307,0.549040964
,,,,,,,,19/07/2021,0.471001278,0.530723807
,,,,,,,,20/07/2021,0.468713019,0.520599848
,,,,,,,,21/07/2021,0.617506692,0.586515396
,,,,,,,,21/07/2021,,
,,,,,,,,22/07/2021,0.624031206,0.591231794
,,,,,,,,23/07/2021,0.605279317,0.579904214
,,,,,,,,24/07/2021,,
,,,,,,,,25/07/2021,0.626413504,0.584124583
,,,,,,,,25/07/2021,0.632746557,0.588790536
,,,,,,,,26/07/2021,0.860561949,0.570929942
,,,,,,,,27/07/2021,0.610031097,0.579995147
,,,,,,,,28/07/2021,,
,,,,,,,,29/07/2021,0.624802225,0.587397672
,,,,,,,,29/07/2021,0.624326366,0.589739105
,,,,,,,,30/07/2021,0.636993739,0.593990552
,,,,,,,,01/12/2021,0.433476783,0.489344249
,,,,,,,,02/12/2021,0.41269031,0.49358599
,,,,,,,,03/12/2021,0.630219913,0.583712478
,,,,,,,,03/12/2021,,
,,,,,,,,04/12/2021,0.444680508,0.498888184
,,,,,,,,05/12/2021,0.390383128,0.460152714
,,,,,,,,06/12/2021,,
,,,,,,,,07/12/2021,0.370937657,0.453633846
,,,,,,,,07/12/2021,0.409597233,0.480553052
,,,,,,,,08/12/2021,0.429224377,0.492963703
,,,,,,,,09/12/2021,0.38875706,0.458340075
,,,,,,,,10/12/2021,,
,,,,,,,,11/12/2021,0.416788472,0.480723889
,,,,,,,,11/12/2021,0.379205952,0.45863433
,,,,,,,,12/12/2021,0.398565493,0.477846641
,,,,,,,,13/12/2021,,
,,,,,,,,14/12/2021,0.442535236,0.496670903
,,,,,,,,15/12/2021,0.359545095,0.448673295
,,,,,,,,16/12/2021,0.470658407,0.519168191
,,,,,,,,17/12/2021,0.513631658,0.537137284
,,,,,,,,18/12/2021,0.495040813,0.524139331
,,,,,,,,19/12/2021,0.383876347,0.456708876
,,,,,,,,20/12/2021,0.390639474,0.487168271
,,,,,,,,21/12/2021,0.396990135,0.473019908
,,,,,,,,22/12/2021,0.364575236,0.460113741
,,,,,,,,22/12/2021,0.401968514,0.49051881
,,,,,,,,23/12/2021,,
,,,,,,,,24/12/2021,0.386685746,0.48508056
,,,,,,,,25/12/2021,0.384212242,0.473664363
,,,,,,,,26/12/2021,0.41269031,0.49358599
,,,,,,,,26/12/2021,0.359199803,0.455891517
,,,,,,,,27/12/2021,0.426563895,0.486159349
,,,,,,,,28/12/2021,0.380448879,0.460572015
,,,,,,,,29/12/2021,0.377975512,0.460154204
,,,,,,,,30/12/2021,,
,,,,,,,,30/12/2021,0.41415954,0.476715376
,,,,,,,,01/01/2022,0.394539579,0.492541156
,,,,,,,,02/01/2022,,
,,,,,,,,03/01/2022,0.495503368,0.530433763
,,,,,,,,03/01/2022,0.39052118,0.48644504
,,,,,,,,04/01/2022,0.407698088,0.484569592
,,,,,,,,05/01/2022,0.363762525,0.458643469
,,,,,,,,06/01/2022,,
,,,,,,,,07/01/2022,0.421094495,0.485979316
,,,,,,,,07/01/2022,0.373545775,0.467258661
,,,,,,,,08/01/2022,0.666645685,0.603025205
,,,,,,,,09/01/2022,,
,,,,,,,,10/01/2022,0.478677739,0.514344909
,,,,,,,,11/01/2022,0.400472505,0.462736866
,,,,,,,,12/01/2022,0.598016613,0.584412893
,,,,,,,,13/01/2022,0.411752557,0.501940621
,,,,,,,,14/01/2022,0.399793738,0.488787238
,,,,,,,,15/01/2022,0.380942712,0.456889603
,,,,,,,,16/01/2022,0.43703411,0.491149975
,,,,,,,,17/01/2022,0.408481955,0.482480306
,,,,,,,,18/01/2022,0.411952777,0.48151838
,,,,,,,,18/01/2022,0.572911254,0.562932782
,,,,,,,,19/01/2022,,
,,,,,,,,20/01/2022,0.383689249,0.48572705
,,,,,,,,21/01/2022,0.384723586,0.462736866
,,,,,,,,22/01/2022,0.416525928,0.496352078
,,,,,,,,22/01/2022,0.369148418,0.457460042
,,,,,,,,23/01/2022,0.545987705,0.555798391
,,,,,,,,24/01/2022,0.42491693,0.500160394
,,,,,,,,25/01/2022,0.478085695,0.51995034
,,,,,,,,26/01/2022,,
,,,,,,,,26/01/2022,0.415158772,0.495531431
,,,,,,,,27/01/2022,0.399415539,0.488105824
,,,,,,,,28/01/2022,0.388476253,0.483000507
,,,,,,,,29/01/2022,,
,,,,,,,,30/01/2022,0.377690584,0.477991588
,,,,,,,,30/01/2022,0.403029335,0.493912091
,,,,,,,,01/03/2022,0.478516889,0.54059418
,,,,,,,,02/03/2022,0.471949243,0.534876357
,,,,,,,,02/03/2022,,
,,,,,,,,03/03/2022,0.442231176,0.516340826
,,,,,,,,04/03/2022,,
,,,,,,,,05/03/2022,0.465520392,0.520196761
,,,,,,,,06/03/2022,0.432177365,0.504749782
,,,,,,,,07/03/2022,0.458425179,0.543895062
,,,,,,,,08/03/2022,0.474442132,0.545001198
,,,,,,,,09/03/2022,0.42491693,0.492093291
,,,,,,,,10/03/2022,0.42135184,0.492187269
,,,,,,,,11/03/2022,0.447572739,0.5259495
,,,,,,,,12/03/2022,0.454969794,0.527599128
,,,,,,,,13/03/2022,0.426612581,0.506880708
,,,,,,,,13/03/2022,0.503363133,0.554723346
,,,,,,,,14/03/2022,,
,,,,,,,,15/03/2022,0.472621216,0.543709782
,,,,,,,,16/03/2022,0.451521747,0.524857706
,,,,,,,,17/03/2022,0.500614783,0.571565722
,,,,,,,,17/03/2022,0.43948405,0.516722834
,,,,,,,,18/03/2022,0.487137659,0.548458071
,,,,,,,,19/03/2022,0.466061482,0.535121336
,,,,,,,,20/03/2022,0.467085753,0.536473798
,,,,,,,,21/03/2022,0.503383864,0.555941229
,,,,,,,,21/03/2022,,
,,,,,,,,22/03/2022,0.475979175,0.533375428
,,,,,,,,23/03/2022,0.500323725,0.545406442
,,,,,,,,24/03/2022,,
,,,,,,,,25/03/2022,0.516739297,0.55303748
,,,,,,,,25/03/2022,0.477584763,0.539555182
,,,,,,,,26/03/2022,0.657138973,0.608822397
,,,,,,,,27/03/2022,0.57550135,0.574564942
,,,,,,,,28/03/2022,,
,,,,,,,,29/03/2022,0.499119962,0.558120446
,,,,,,,,29/03/2022,0.467085753,0.536473798
,,,,,,,,30/03/2022,0.489148559,0.550497306
,,,,,,,,01/07/2022,0.573143766,0.568931778
,,,,,,,,02/07/2022,0.558964956,0.565191566
,,,,,,,,03/07/2022,0.617534151,0.598412105
,,,,,,,,03/07/2022,0.444837053,0.503608695
,,,,,,,,04/07/2022,0.594397769,0.57798421
,,,,,,,,06/07/2022,0.503320251,0.535780396
,,,,,,,,07/07/2022,0.513605987,0.547351607
,,,,,,,,07/07/2022,1.159054799,0.827536072
,,,,,,,,08/07/2022,0.607577721,0.581367315
,,,,,,,,09/07/2022,0.617787154,0.582277039
,,,,,,,,10/07/2022,,
,,,,,,,,11/07/2022,0.464996422,0.530801059
,,,,,,,,11/07/2022,0.624648849,0.590614242
,,,,,,,,12/07/2022,0.407092287,0.388151238
,,,,,,,,13/07/2022,0.596527333,0.572139513
,,,,,,,,14/07/2022,,
,,,,,,,,15/07/2022,0.52227614,0.545238429
,,,,,,,,15/07/2022,0.583865654,0.578907074
,,,,,,,,16/07/2022,0.628805675,0.590924218
,,,,,,,,17/07/2022,,
,,,,,,,,18/07/2022,0.564141717,0.56499065
,,,,,,,,19/07/2022,0.606576776,0.581471933
,,,,,,,,20/07/2022,0.628202271,0.593583013
,,,,,,,,21/07/2022,0.559986553,0.570235655
,,,,,,,,22/07/2022,0.627818434,0.589210399
,,,,,,,,23/07/2022,0.622107395,0.58767582
,,,,,,,,24/07/2022,0.639125916,0.594753365
,,,,,,,,25/07/2022,0.648000327,0.599381072
,,,,,,,,26/07/2022,0.628439735,0.587149711
,,,,,,,,26/07/2022,0.60537804,0.577346606
,,,,,,,,27/07/2022,,
,,,,,,,,28/07/2022,0.622272581,0.594466972
,,,,,,,,29/07/2022,0.607450146,0.583734744
,,,,,,,,30/07/2022,0.572810672,0.568189251
,,,,,,,,30/07/2022,0.591466889,0.580557788
,,,,,,,,01/12/2022,0.401466057,0.484135154
,,,,,,,,02/12/2022,0.384145549,0.47501157
,,,,,,,,03/12/2022,0.343970568,0.445413695
,,,,,,,,04/12/2022,0.420377036,0.488924405
,,,,,,,,05/12/2022,0.370323296,0.45552631
,,,,,,,,06/12/2022,0.405153352,0.47689712
,,,,,,,,07/12/2022,0.406810238,0.490334338
,,,,,,,,08/12/2022,0.392348017,0.461042383
,,,,,,,,08/12/2022,0.423711834,0.51085251
,,,,,,,,09/12/2022,,
,,,,,,,,10/12/2022,0.380730693,0.483881846
,,,,,,,,11/12/2022,0.41763628,0.502301225
,,,,,,,,12/12/2022,0.363759284,0.453613963
,,,,,,,,12/12/2022,0.427117699,0.508262529
,,,,,,,,13/12/2022,0.649977906,0.598200624
,,,,,,,,14/12/2022,0.668359594,0.600083224
,,,,,,,,15/12/2022,0.581464192,0.569955433
,,,,,,,,16/12/2022,0.423173085,0.496909802
,,,,,,,,16/12/2022,,
,,,,,,,,17/12/2022,0.391806837,0.484556978
,,,,,,,,18/12/2022,0.376174173,0.465959909
,,,,,,,,19/12/2022,,
,,,,,,,,20/12/2022,0.398766788,0.49106661
,,,,,,,,20/12/2022,0.374770538,0.469882531
,,,,,,,,21/12/2022,0.381963624,0.481004541
,,,,,,,,22/12/2022,0.370089591,0.467807001
,,,,,,,,23/12/2022,,
,,,,,,,,24/12/2022,0.403495054,0.482226161
,,,,,,,,24/12/2022,0.361819942,0.456364208
,,,,,,,,25/12/2022,0.402284536,0.47655745
,,,,,,,,26/12/2022,,
,,,,,,,,27/12/2022,0.484145247,0.51550739
,,,,,,,,28/12/2022,0.357702465,0.44805777
,,,,,,,,29/12/2022,0.38762716,0.478932656
,,,,,,,,30/12/2022,0.470389949,0.51413112
